,ID,ENTIDAD,MUNICIPIO,NOMBRE,CLASIFICAC,CP,OTROS_CP,CONTROL,Geometry1_,geometry,POBTOT,P_18YMAS,TVIVHAB
20,471,16,54,RINCON CAMPESTRE,2,58270,,686,1=X<z4L,"POLYGON ((-101.1423203852573 19.68840135082837, -101.1420994002916 19.68828146372417, -101.1417420838926 19.68815418721826, -101.1417541244466 19.68809859129843, -101.1420716674641 19.68758033123702, -101.1428483535404 19.68643307319174, -101.1428909105497 19.68636377878905, -101.1429603563557 19.68635947577504, -101.143327478138 19.68635891532249, -101.1437388543579 19.68633816092393, -101.1441734288061 19.68633355467218, -101.1442508831623 19.68632606471365, -101.1445981551115 19.68629294320055, -101.1449857425828 19.68625105581649, -101.1456452241825 19.68620048892191, -101.1457504461308 19.68717419483691, -101.1458023102114 19.68747264086588, -101.1444656056671 19.68791372572507, -101.1444909384889 19.68800887320731, -101.1443018316286 19.68803962529125, -101.1438887296175 19.6880163140757, -101.1424008999528 19.68846138307272, -101.1423203852573 19.68840135082837))",763,611,286
21,472,16,54,VILLA SAN MIGUEL II,2,58270,,687,1=X<z4f,"POLYGON ((-101.1416777370794 19.68638627757077, -101.1405774657133 19.68639202368647, -101.139167331347 19.68640243308482, -101.1390067285696 19.6864070169294, -101.1387457190905 19.6863600304747, -101.1389112160177 19.68611358922893, -101.1391145969063 19.68573332913011, -101.1393416112502 19.68535982951873, -101.1396061869128 19.68493777986889, -101.139786298824 19.68472128758808, -101.1401932041444 19.68458035315485, -101.1412847872862 19.684020807669, -101.1433679106119 19.68458919580171, -101.1433812114169 19.68476298838045, -101.1434211662704 19.68505243026264, -101.143447649502 19.68539109620464, -101.1434377257967 19.68558895432189, -101.1433902213019 19.68567575392285, -101.1432786280156 19.68577939756755, -101.1430554528856 19.68611537323223, -101.1429603563557 19.68635947577504, -101.1428909105497 19.68636377878905, -101.1416777370794 19.68638627757077))",967,774,370
22,473,16,54,5 DE MAYO,2,58230,,688,1=X<z3p,"POLYGON ((-101.176984886797 19.70518026301863, -101.1761417514208 19.70497864541948, -101.1752343121607 19.70494238631171, -101.1753241126863 19.70405688020068, -101.1753755468599 19.7034628487158, -101.175432738684 19.70284458268897, -101.1763525279375 19.70302853683845, -101.177109076368 19.70317442695983, -101.1776631998496 19.70323122326061, -101.1776214272719 19.70379142296366, -101.1776074892868 19.70407006375342, -101.1776307145839 19.7042517310169, -101.1776921242595 19.70457963961423, -101.1778082332873 19.70482220137864, -101.1775177626834 19.7049484960068, -101.1773980819304 19.70500054968751, -101.176984886797 19.70518026301863))",605,493,204
23,474,16,54,VASCO DE QUIROGA,1,58230,,689,1=X<z3p,"POLYGON ((-101.1684344255928 19.70898949815466, -101.1684798995644 19.70851364667046, -101.1685753946627 19.70747910559101, -101.1686154858451 19.70699285161204, -101.1686534737438 19.70653637591008, -101.1687490174915 19.70554940606972, -101.1687902476918 19.70498402218329, -101.1688475151178 19.7042800295395, -101.1688866607088 19.70384400853758, -101.1689074193018 19.70355446472535, -101.1689719095475 19.70290049085304, -101.1689968943606 19.70250015066469, -101.1690209934623 19.70231022505341, -101.1682329402027 19.70224128273261, -101.1674568132787 19.70217277127919, -101.1670019447276 19.70212850069247, -101.1665205111876 19.70208821907354, -101.1666417972661 19.7015009178396, -101.1667188313386 19.70117307296527, -101.1668180557922 19.70072242931231, -101.1670247543077 19.69974958684978, -101.1671016678481 19.69940618280416, -101.1671683091534 19.6990897636147, -101.1672277707211 19.69876671595791, -101.1672733053528 19.6985706203643, -101.1673412771977 19.69824491713991, -101.1675665818836 19.69720036708539, -101.1677000842657 19.69649637447192, -101.1683017715605 19.69661157418139, -101.169543288159 19.69682237885614, -101.1697810609433 19.69687428000175, -101.170711633443 19.69706024108694, -101.1714366257101 19.6972059048065, -101.1716176804976 19.69724203861053, -101.1723033013006 19.69737540393184, -101.1724674423336 19.6974027463617, -101.1731637704827 19.69753916771645, -101.1734060571845 19.69758661010317, -101.1740797194695 19.69772547955069, -101.174496767527 19.69779864884883, -101.1749647091484 19.69788893719953, -101.1758224499614 19.69803253152151, -101.1767843954794 19.69826458814773, -101.1773935258981 19.69842847742898, -101.1782097616108 19.6989469286289, -101.1781716481648 19.69903660618305, -101.1781442799091 19.69910060012682, -101.1779780099779 19.69939193095778, -101.1778318611377 19.70099798103742, -101.1777910630321 19.701451708988, -101.1777090904435 19.70252274820468, -101.1776631998496 19.70323122326061, -101.177109076368 19.70317442695983, -101.1763525279375 19.70302853683845, -101.175432738684 19.70284458268897, -101.1753755468599 19.7034628487158, -101.1753241126863 19.70405688020068, -101.1752343121607 19.70494238631171, -101.1761417514208 19.70497864541948, -101.176984886797 19.70518026301863, -101.1768585708957 19.70523654094471, -101.1760862251182 19.70558064393173, -101.175148446469 19.70599844596362, -101.1741973504905 19.70642217421248, -101.173226646398 19.70685463095667, -101.1723065419139 19.70726453841347, -101.1713311785062 19.70769905631208, -101.1703488599681 19.70814263416975, -101.1694978653598 19.70851575821906, -101.1693543692984 19.7085796899328, -101.1693311472708 19.70859003475282, -101.1692869082563 19.70860974209197, -101.1684344255928 19.70898949815466))",7900,6210,2360
24,475,16,54,ERENDIRA,1,58240,,690,1=X<z3s,"POLYGON ((-101.1649556362559 19.70528772789099, -101.1647235321957 19.70473467749649, -101.1646396694636 19.70453485081109, -101.1644024896235 19.70406544330579, -101.1643361216127 19.70390260524115, -101.1642761368855 19.70377033758848, -101.1639973838801 19.70315567749897, -101.1638988698648 19.70295877490975, -101.1637073632115 19.70249759329943, -101.1634573253002 19.70196693545498, -101.1633746971866 19.70179157206463, -101.1633424633208 19.70172142118873, -101.1630870420728 19.70116554275368, -101.1628307268026 19.70061993023395, -101.1627413492896 19.70041573449053, -101.1629952924791 19.70045913515307, -101.1633252406448 19.70052595983075, -101.1636114455189 19.700580510532, -101.1640046039559 19.70065528759397, -101.1650166644756 19.70084324090136, -101.1658356543483 19.70099897862687, -101.1667188313386 19.70117307296527, -101.1666417972661 19.7015009178396, -101.1665205111876 19.70208821907354, -101.1670019447276 19.70212850069247, -101.1674568132787 19.70217277127919, -101.1682329402027 19.70224128273261, -101.1690209934623 19.70231022505341, -101.1689968943606 19.70250015066469, -101.1689719095475 19.70290049085304, -101.1689074193018 19.70355446472535, -101.1688866607088 19.70384400853758, -101.1688475151178 19.7042800295395, -101.1687902476918 19.70498402218329, -101.1682998233542 19.70498167110074, -101.167959444946 19.70497461255312, -101.1676992900116 19.70497193793663, -101.167533109952 19.70496782604615, -101.1671902240474 19.70496623956827, -101.1667797175814 19.70496334636836, -101.1666235699431 19.70499414171551, -101.1664692485828 19.70502457674261, -101.1658716913882 19.70511567425579, -101.1653107759976 19.70521883130836, -101.165271857177 19.70522699922581, -101.1649556362559 19.70528772789099))",3206,2587,961
25,476,16,54,MATAMOROS,1,58240,,691,1=X<z3s,"POLYGON ((-101.1667188313386 19.70117307296527, -101.1658356543483 19.70099897862687, -101.1650166644756 19.70084324090136, -101.1640046039559 19.70065528759397, -101.1636114455189 19.700580510532, -101.1633252406448 19.70052595983075, -101.1629952924791 19.70045913515307, -101.1630736492233 19.70002021312072, -101.1633038550707 19.69902772151819, -101.1633209653499 19.69893811621258, -101.1634023037929 19.69856424405636, -101.163507122458 19.69805519594655, -101.1637228457211 19.69708045025077, -101.1638347338771 19.69656794040418, -101.1639687181166 19.6960035293692, -101.1643043507761 19.69594746813779, -101.1658480960889 19.69614744606779, -101.1660469114866 19.69618589919715, -101.1677000842657 19.69649637447192, -101.1675665818836 19.69720036708539, -101.1673412771977 19.69824491713991, -101.1672733053528 19.6985706203643, -101.1672277707211 19.69876671595791, -101.1671683091534 19.6990897636147, -101.1671016678481 19.69940618280416, -101.1670247543077 19.69974958684978, -101.1668180557922 19.70072242931231, -101.1667188313386 19.70117307296527))",1494,1241,485
26,477,16,54,PRADOS DEL CAMPESTRE,2,58297,,692,1=X<z3x,"POLYGON ((-101.1655746942607 19.68416913497335, -101.1650039760525 19.6840238428088, -101.1650521557105 19.68385466201303, -101.165034923571 19.68376351351901, -101.1650479426885 19.68287363938299, -101.1650635362263 19.68220623219895, -101.1650995018785 19.68066692000735, -101.1651231085702 19.67965658527549, -101.1661103119162 19.67944911147614, -101.1666756269005 19.68049009748905, -101.1669311811953 19.6809350628378, -101.1671869472594 19.68140032986661, -101.1675180553197 19.68201224452963, -101.167956169072 19.68275731488533, -101.1671498137979 19.68332283415772, -101.1660223157538 19.68410181389262, -101.1655746942607 19.68416913497335))",190,165,64
27,478,16,54,CAMELINAS,3,58297,,693,1=X<z3x,"POLYGON ((-101.1731794540635 19.68621645053811, -101.1731403545969 19.68619699496689, -101.1730874727928 19.68618947745621, -101.1730084167541 19.68617823906797, -101.1725039688887 19.68603100450149, -101.1719491758971 19.68588016409984, -101.1713769836523 19.68574387348586, -101.170798629441 19.68559804530634, -101.1701780701386 19.68543362945308, -101.170087137464 19.6854122256191, -101.1696510275528 19.68529998392844, -101.1694420566278 19.68524441021215, -101.1691608686669 19.68516963064437, -101.1687409945834 19.68504858090614, -101.1681433821492 19.68489846678537, -101.1677203296029 19.68478669469971, -101.1672510703461 19.68466268004096, -101.1666458790696 19.68449439322436, -101.1661073836482 19.6843446505949, -101.1660728833994 19.68424617626432, -101.1660532653938 19.68419016206893, -101.1660223157538 19.68410181389262, -101.1671498137979 19.68332283415772, -101.167956169072 19.68275731488533, -101.1682488294839 19.68263027298683, -101.1685805674744 19.68247094612197, -101.1689162049975 19.68230782893852, -101.1699286175364 19.68208039226145, -101.1709894589189 19.68202284810197, -101.1716384998237 19.6819796528104, -101.1722502527471 19.68193851299017, -101.1727145732349 19.6819071884872, -101.1728585700678 19.68189419951414, -101.1734652206825 19.68185682863713, -101.1742570399333 19.68180636278148, -101.1742459222174 19.68191230805109, -101.173816655815 19.68357612163434, -101.1735356436739 19.6847334959478, -101.1735125817801 19.68482863859621, -101.1732067455488 19.68609036809491, -101.1731794540635 19.68621645053811))",1860,1630,681
28,1772,16,54,CAMELINAS,2,58297,,1073,1=X<z3p,"POLYGON ((-101.1689162049975 19.68230782893852, -101.1686424557904 19.68153117775674, -101.1685274724274 19.68120078747332, -101.1685850341533 19.68098231835362, -101.1686352034812 19.68069310015959, -101.168696449852 19.680248483405, -101.168657439612 19.67942581103144, -101.1683464512711 19.67897913569202, -101.1720559596326 19.67900255601942, -101.1742143837656 19.6790161481047, -101.1749442264706 19.67901540124494, -101.1754059360713 19.67901492723691, -101.1759049235687 19.67901441362205, -101.1763778578701 19.67901392554316, -101.1768985981149 19.67901338668534, -101.177688634609 19.67901256627612, -101.1786077437583 19.67953182590253, -101.1786254270367 19.67954181615896, -101.1786303824083 19.6797756875594, -101.1785180641939 19.68037171188364, -101.1782783068792 19.68156021868308, -101.1777978025216 19.68159106165564, -101.1769970895311 19.681635693217, -101.1761141845133 19.68169069133259, -101.1756175005106 19.68172162896887, -101.1742570399333 19.68180636278148, -101.1734652206825 19.68185682863713, -101.1728585700678 19.68189419951414, -101.1727145732349 19.6819071884872, -101.1722502527471 19.68193851299017, -101.1716384998237 19.6819796528104, -101.1709894589189 19.68202284810197, -101.1699286175364 19.68208039226145, -101.1689162049975 19.68230782893852))",1860,1630,681
29,479,16,54,INFONAVIT  LAS  CAMELINAS,2,58290,,694,1=X<z3p,"POLYGON ((-101.1757676709089 19.68692370454327, -101.1757064896068 19.6869089534743, -101.1752120052445 19.68677177530806, -101.1746633913549 19.68662535325912, -101.1741734973953 19.6864853214202, -101.1736839708674 19.68635713266564, -101.173212867432 19.68622507528664, -101.1731794540635 19.68621645053811, -101.1732067455488 19.68609036809491, -101.1735125817801 19.68482863859621, -101.1735356436739 19.6847334959478, -101.173816655815 19.68357612163434, -101.1742459222174 19.68191230805109, -101.1742570399333 19.68180636278148, -101.1756175005106 19.68172162896887, -101.1761141845133 19.68169069133259, -101.1769970895311 19.681635693217, -101.1768997983392 19.6820834847569, -101.1764141535631 19.68413950438818, -101.1762127263853 19.68500731439719, -101.1761401624424 19.68530911978769, -101.1757978830046 19.68680390963222, -101.1757904192625 19.68683350435963, -101.1757676709089 19.68692370454327))",1525,1229,485
30,481,16,54,CONSTITUCION DE 1857,3,58300,,696,1=X<z3-,"POLYGON ((-101.2282588483817 19.73397308194484, -101.2280937812615 19.73393858725433, -101.2277303533497 19.7338556425079, -101.2272464881315 19.73374549952839, -101.2261603015421 19.73348510776185, -101.2261646146372 19.73222132676567, -101.2261671319203 19.73217870061796, -101.2262652723637 19.73157591203471, -101.2266148691201 19.73163222525287, -101.2274560355592 19.73177556539705, -101.2275864488526 19.73179689434091, -101.227958412903 19.73185738439003, -101.2283227235966 19.73191196648319, -101.2284406497006 19.73194179492949, -101.228563600845 19.73198090870973, -101.2282588483817 19.73397308194484))",747,557,206
31,482,16,54,INFONAVIT BENITO JUAREZ,3,58067,,697,1=X<z3N,"POLYGON ((-101.1985386230506 19.68655208803486, -101.1979205121092 19.68652587306788, -101.1976277358182 19.68650401685712, -101.1971718997875 19.68649140921092, -101.1971682151716 19.68609185264068, -101.197165912162 19.68563037005416, -101.197165252785 19.68515639703821, -101.1973666510551 19.68458481203831, -101.1976726103767 19.68390648569635, -101.1980769393682 19.6842414248212, -101.1985883506928 19.68463738116168, -101.1990646409268 19.68501804238942, -101.1992765871821 19.68506670131195, -101.1992471554132 19.68559171732998, -101.1986874663844 19.68556635094445, -101.1985683377766 19.68567433740983, -101.1985564776634 19.68611458660395, -101.1985386230506 19.68655208803486))",366,296,134
32,483,16,54,VALLE QUIETO,2,58066,,698,1=X<z3N,"POLYGON ((-101.2032996466226 19.68589029844309, -101.2027998224213 19.68538725550409, -101.2025781205415 19.68518379344459, -101.2024424718511 19.68512658513171, -101.2024086434303 19.6848353912469, -101.2022949704906 19.68472824344517, -101.2018567970171 19.68446000131448, -101.2016949830766 19.68432404665428, -101.2016216115564 19.68419605227897, -101.2015571699302 19.68402272225545, -101.2014051723961 19.68354002468738, -101.2013187038905 19.68338968753504, -101.2012429280275 19.68326517492288, -101.2012344705054 19.68324902482513, -101.2011599545528 19.68310673238973, -101.2010903597923 19.68294174735033, -101.2010785354275 19.68273353122562, -101.201145260827 19.68252435192071, -101.2013717723208 19.6821813928805, -101.2010124272743 19.68216666405134, -101.2010171166401 19.68208686958099, -101.2010474260867 19.68193405150214, -101.2010402691412 19.68174426393686, -101.2014835468425 19.68070651704462, -101.2013689996968 19.68043106500894, -101.2015593059631 19.68027346111866, -101.2020576004837 19.68008946002536, -101.2030952452215 19.67981944091301, -101.2032184436531 19.68050471113342, -101.203179009331 19.68062180403528, -101.2031454094735 19.68085972389704, -101.203097312108 19.68122065887941, -101.2030527409911 19.6816765360432, -101.2030612979624 19.68214051473609, -101.2030658374902 19.68234826494964, -101.203113779073 19.68259005119122, -101.2032212023842 19.68301343133635, -101.2033425144544 19.68344275124812, -101.2034202199919 19.68368399245076, -101.2034489243011 19.68389904932233, -101.2034836407003 19.68436089212341, -101.2035490170861 19.68534383331284, -101.203566295224 19.68564789190666, -101.2032996466226 19.68589029844309))",1817,1508,589
33,484,16,54,VALLE QUIETO,10,58066,,699,1=X<z3N,"POLYGON ((-101.2041223882753 19.68645115156921, -101.203895247744 19.68639284681738, -101.2037238888058 19.68629719982004, -101.2032996467852 19.685890298075, -101.2035662953867 19.68564789153858, -101.2035490172487 19.68534383294465, -101.2034836408629 19.68436089175511, -101.2034489244637 19.68389904895391, -101.2034202201544 19.68368399208233, -101.2033425146169 19.6834427508797, -101.2032212025467 19.68301343096785, -101.2031137792354 19.68259005082264, -101.2030658376525 19.68234826458103, -101.2030612981248 19.68214051436749, -101.2030527411534 19.6816765356745, -101.2030973122703 19.68122065851069, -101.2031454096359 19.68085972352821, -101.2031790094934 19.68062180366646, -101.2032184438156 19.68050471076456, -101.2033756203856 19.68042590088682, -101.2038186248767 19.68034255174484, -101.2038407033261 19.6804738340252, -101.2043242449397 19.68038480202562, -101.2046051850339 19.68186527632428, -101.204678573755 19.68228526976687, -101.2047532865107 19.68269006893966, -101.2048328857595 19.68311197993852, -101.2049096285837 19.68359574155099, -101.2047174547262 19.68364128787664, -101.2047603410457 19.68368723559154, -101.2045750603188 19.68380850893256, -101.2046549118808 19.68408234758966, -101.2047511274938 19.68450916319467, -101.2047314813302 19.6848112553064, -101.2047896075628 19.68557833859254, -101.2045770215539 19.68558684235601, -101.2040397075267 19.68562013716826, -101.2041223882753 19.68645115156921))",1817,1508,589
